,ct_22_102,ct_22_100,ct_22_99,ct_22_98,ct_22_93,ct_22_91,ct_22_90,ct_22_88,ct_22_77,ct_22_65,ct_22_57,ct_22_55,ct_22_46,ct_22_41,ct_22_31,ct_22_24,ct_22_23,ct_22_18,ct_22_17,ct_22_6,ct_22_5,ct_21_68,ct_21_66,ct_21_65,ct_21_64,ct_21_61,ct_21_60,ct_21_59,ct_21_58,ct_21_56,ct_21_53,ct_21_48,ct_21_40,ct_21_38,ct_21_28,ct_21_22,ct_21_21,ct_21_18,ct_21_8,ct_21_7,ct_20_36,ct_20_35,ct_20_34,ct_20_28,ct_20_6,ct_19_40,ct_19_37,ct_19_26,ct_19_20,ct_19_17,ct_19_7,ct_19_5,ct_19_3,ct_18_9,ct_18_6,ct_18_5,ct_18_3,ct_18_2,ct_17_30,ct_17_23,ct_17_18,ct_17_16,ct_17_8,ct_17_2,ct_16_59,ct_16_58,ct_16_46,ct_16_35,ct_16_34,ct_16_29,ct_16_24,ct_16_22,ct_16_21,ct_16_16,ct_16_14,ct_16_12,ct_16_6,ct_15_36,ct_15_35,ct_15_34,ct_15_26,ct_15_23,ct_15_22,ct_15_20,ct_15_15,ct_15_14,ct_15_6,ct_15_5,ct_14_75,ct_14_73,ct_14_72,ct_14_70,ct_14_63,ct_14_57,ct_14_51,ct_14_48,ct_14_46,ct_14_45,ct_14_44,ct_14_43,ct_14_32,ct_14_30,ct_14_26,ct_14_21,ct_14_19,ct_14_14,ct_14_13,ct_14_4,ct_14_3,ct_13_47,ct_13_46,ct_13_44,ct_13_43,ct_13_42,ct_13_41,ct_13_38,ct_13_37,ct_13_36,ct_13_35,ct_13_33,ct_13_30,ct_13_25,ct_13_16,ct_13_14,ct_13_10,ct_13_9,ct_13_1,ct_12_11,ct_12_10,ct_12_2,ct_11_5,ct_11_3,ct_11_2,ct_10_16,ct_10_3,ct_9_64,ct_9_63,ct_9_62,ct_9_61,ct_9_58,ct_9_56,ct_9_54,ct_9_53,ct_9_51,ct_9_47,ct_9_43,ct_9_36,ct_9_33,ct_9_32,ct_9_25,ct_9_23,ct_9_21,ct_9_19,ct_9_15,ct_9_13,ct_9_12,ct_9_11,ct_9_10,ct_9_8,ct_9_7,ct_9_4,ct_9_2,ct_8_16,ct_8_15,ct_8_11,ct_8_2,ct_7_49,ct_7_48,ct_7_47,ct_7_42,ct_7_41,ct_7_40,ct_7_11,ct_7_9,ct_7_6,ct_7_5,ct_7_3,ct_7_2,ct_6_6,ct_6_5,ct_6_3,ct_6_2,ct_4_15,ct_4_13,ct_3_3,ct_3_2,ct_2_43,ct_2_42,ct_2_40,ct_2_38,ct_2_37,ct_2_35,ct_2_33,ct_2_23,ct_2_22,ct_2_15,ct_2_13,ct_2_5,ct_2_2,ct_1_29,ct_1_28,ct_1_27,ct_1_26,ct_1_24,ct_1_14,ct_1_2,bsat,censat,ct,dhor,gsat,hor,hsat1,hsat2,hsat3,mon,centromere,unique,total
ct_14_19,0,0,0,0,0,0,0,0,0,0,3520,1844,1393,4236,0,0,10340,0,0,2113,2120,0,0,0,0,0,0,0,0,0,0,0,12175,0,11689,0,0,0,1888,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23901,0,0,2029,2134,0,0,0,0,0,0,0,0,0,0,0,0,8863,1440,0,0,29536,0,0,1979,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23970,0,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,0,2066,23767,0,0,0,0,0,82,0,2148,3061,29536
ct_14_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23149,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22409,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,25590,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36270,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23151,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30629,0,0,0,0,0,0,0,0,5536,36270
ct_14_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,40,71062,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,47914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,66131,0,0,0,0,0,0,0,44,4829,71062
ct_14_4,0,0,0,0,0,0,0,0,0,0,1524,5638,1156,8493,0,0,1708,0,0,22112,2842,0,0,0,0,0,0,0,0,0,0,0,1846,0,1579,0,0,0,22930,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,0,0,22903,2810,0,0,0,0,0,0,0,0,0,0,0,0,2199,2308,0,0,1979,0,0,32161,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,0,22004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9154,23290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,9511,19046,0,0,0,0,0,0,0,9511,3125,32161
ct_14_3,0,0,0,0,0,0,0,0,0,0,1663,3013,1522,2439,0,0,1785,0,0,2967,19641,11,0,0,0,0,0,0,0,0,0,0,2324,0,1761,0,0,0,2766,14826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,0,0,3020,20153,0,0,0,0,0,0,0,0,0,0,0,0,2089,1650,0,0,2158,0,0,2642,33810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,46,0,0,0,2161,0,0,0,0,47,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672,2520,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1518,0,0,2867,21588,0,0,0,0,0,0,0,2867,8918,33810
ct_13_47,0,0,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,195,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905647,0,0,0,0,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3685,0,0,0,0,0,0,0,0,892361,905647
ct_13_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6687,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1766,5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,469,0,0,0,0,0,0,0,512,388,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13711,0,0,0,0,0,0,0,0,59241,72997
ct_13_44,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5073,15659,0,0,49,0,0,0,0,0,0,0,0,0,0,0,83,0,0,60,0,60,0,0,1758,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,17,0,0,0,17,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,77,5,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,36,0,0,0,0,0,0,0,36161,0,0,0,0,0,0,0,633,67508,111559
ct_13_43,0,0,0,0,2727,0,0,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,170,0,0,0,170,5250,0,0,0,0,505,0,0,423,5523,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22563,0,0,0,0,0,0,0,0,15040,46146
ct_13_42,0,26,1983,0,0,0,0,0,0,30513,0,0,0,0,17636,0,0,0,0,0,0,0,86,0,32706,0,0,0,0,0,0,29813,0,11603,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22107,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18406,0,0,3,0,0,0,0,0,0,84584,1475,0,0,0,0,0,0,21464,16876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,217,0,10,0,0,0,0,0,881,0,852,852,320,1036,0,960,0,1079,0,0,0,745,53214,0,0,0,0,0,0,0,745,26430,84584
ct_13_41,6332,6279,2487,2562,0,0,0,0,0,184,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,51357,0,0,0,0,0,0,196,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,3085,0,0,0,1475,130546,0,0,0,0,0,0,211,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15641,0,7015,6984,0,5520,0,5257,0,5265,0,0,0,0,59387,0,0,0,0,0,0,0,0,54583,130546
ct_13_38,0,0,0,0,0,0,0,0,4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41152,0,0,0,0,11795,0,0,0,0,0,0,891,0,0,0,0,3993,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,10232,0,0,0,0,0,0,0,0,0,0,4403,0,11341,0,0,0,0,29998,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,47472,0,0,0,0,11679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,480,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,1136,452,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43025,0,0,0,0,0,0,0,0,3830,47472
ct_13_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,32170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31334,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,40222,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,11,0,0,1663,0,0,0,0,5001,0,0,0,0,0,0,0,71,0,0,0,0,0,7806,0,2197,0,0,4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,35218,0,57,0,0,0,0,0,57,4241,40222
ct_13_36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111799,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8429,26316,0,0,0,0,0,0,25822,0,0,7613,0,0,0,0,0,28544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66922,0,0,0,0,0,0,0,0,9291,111799
ct_13_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76160,0,0,0,0,0,0,0,0,14486,111575
ct_13_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,90,14,1873,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57586,0,0,0,0,0,0,0,0,5521,63829
ct_13_30,0,0,0,0,0,0,0,0,4716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11768,0,0,0,0,43582,0,0,0,0,0,0,1210,0,0,0,0,3370,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,19413,0,0,0,0,0,0,0,0,0,0,5014,0,35412,0,0,0,0,11430,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,11679,0,0,0,0,47353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,544,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,0,944,644,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44666,0,0,0,0,0,0,0,0,2002,47353
ct_13_25,0,25,1183,0,0,0,0,0,0,37707,0,0,0,0,7754,0,0,0,0,0,0,0,115,0,16402,0,0,0,0,0,0,46290,0,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7168,0,0,0,0,0,0,0,0,0,21464,211,0,0,0,0,0,0,66813,8483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,281,278,0,210,0,204,0,183,0,0,0,485,49986,0,0,0,0,0,0,0,485,13274,66813
ct_13_16,0,0,0,0,0,0,0,0,0,8193,0,0,0,0,53593,0,0,0,0,0,0,0,111,0,13740,0,0,0,0,0,0,7769,0,25144,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,1006,0,0,0,0,0,0,0,0,0,56602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55651,0,0,0,0,0,0,0,0,0,16876,1289,0,0,0,0,0,0,8483,92586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,372,0,985,955,0,0,0,0,1142,0,1042,1022,630,1124,0,1090,0,1221,0,0,0,91,77636,0,0,0,0,0,0,0,91,11158,92586
ct_13_14,0,0,0,0,0,0,0,0,0,0,3654,2116,1466,4146,0,0,10767,0,0,1966,2048,38,0,0,0,0,0,0,0,0,0,0,12257,0,11463,0,0,0,1766,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28711,0,0,1869,2043,0,0,0,0,0,0,0,0,0,0,0,0,8436,1386,0,0,23970,0,0,1857,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65018,0,0,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,1970,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1981,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,1569,0,0,3531,58429,0,0,0,0,0,0,0,4648,1176,65018
ct_13_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23456,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26490,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,23639,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23151,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37300,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31318,0,0,0,0,0,0,0,0,5868,37300
ct_13_9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,41,40495,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,37106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36462,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,47914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,71758,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,57047,0,0,0,0,0,0,0,44,14625,71758
ct_13_1,0,0,0,0,0,0,0,0,0,0,1621,5430,1174,8518,0,0,2020,0,0,22987,2918,0,0,0,0,0,0,0,0,0,0,0,1985,0,1985,0,0,0,25088,2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,23556,3009,0,0,0,0,0,0,0,0,0,0,0,0,2382,2506,0,0,2048,0,0,22004,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,0,0,30646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8794,22122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774,0,0,8203,19530,0,0,0,0,0,0,0,8203,2384,30646
ct_12_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161957,0,2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,0,0,0,0,0,0,0,0,158251,161957
ct_12_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35190,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,35124,35190
ct_12_2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,5,0,0,45,0,0,0,0,0,0,18,0,0,0,0,0,0,25,6,0,0,0,0,0,0,0,1,0,2827,0,1103048,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,7,0,5,7,7,10,7,4,7,0,7,0,0,0,0,2864,0,0,0,0,0,0,0,0,1095919,1103048
ct_11_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58148,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,53467,58148
